activity_id,customer_id,date_id,channel_id,session_duration_sec,pages_viewed,actions_taken,bounce
3958,138,401,3,21,1,7,0
3959,394,649,3,1786,12,9,0
3960,381,295,6,340,2,3,0
3961,391,662,5,53,5,6,0
3962,49,385,3,8,1,0,1
3963,281,619,1,841,1,3,0
3964,393,358,1,944,11,3,0
3965,381,593,2,808,15,15,0
3966,411,22,3,831,4,12,0
3967,339,149,6,1315,17,9,0
3968,376,619,6,893,12,13,0
3969,381,652,5,1713,16,5,0
3970,455,4,3,22,1,0,1
3971,42,31,2,795,11,7,0
3972,193,303,1,13,1,0,1
3973,74,728,6,20,1,0,1
3974,465,597,4,14,1,0,1
3975,33,304,3,1198,12,11,0
3976,287,53,1,9,1,0,1
3977,460,19,4,1482,19,11,0
3978,101,323,4,530,5,14,0
3979,304,261,2,855,3,1,0
3980,313,26,5,1076,6,8,0
3981,331,535,1,550,14,9,0
3982,78,203,4,22,15,9,0
3983,31,439,1,10,1,0,1
3984,87,344,3,11,1,0,1
3985,42,193,3,1531,3,14,0
3986,96,560,1,1189,12,9,0
3987,252,379,3,1400,2,3,0
3988,230,629,1,728,18,8,0
3989,284,117,4,394,20,6,0
3990,435,626,6,17,1,0,1
3991,463,106,1,1568,18,5,0
3992,217,668,6,734,14,3,0
3993,32,392,3,17,1,0,1
3994,210,492,4,13,1,0,1
3995,419,365,4,357,11,1,0
3996,472,362,1,1535,3,9,0
3997,425,588,5,23,1,0,1
3998,240,16,5,23,1,0,1
3999,264,443,1,26,5,11,0
4000,392,110,3,498,17,4,0
4001,171,145,1,514,6,13,0
4002,289,121,5,1571,4,1,0
4003,96,543,2,1667,20,1,0
4004,174,200,1,896,16,7,0
4005,376,687,5,470,2,7,0
4006,270,297,1,224,14,15,0
4007,206,607,2,1435,3,3,0
4008,169,14,4,217,19,14,0
4009,182,497,3,29,1,0,1
4010,480,724,3,60,14,3,0
4011,127,523,4,1645,14,15,0
4012,330,313,2,8,1,0,1
4013,474,649,3,1535,12,13,0
4014,312,323,5,955,20,5,0
4015,93,419,2,346,16,6,0
4016,136,234,4,29,1,0,1
4017,347,650,5,7,1,0,1
4018,21,335,4,840,11,3,0
4019,136,65,6,488,10,6,0
4020,230,407,5,25,1,0,1
4021,77,592,5,919,13,2,0
4022,384,442,1,735,3,3,0
4023,4,164,6,558,6,7,0
4024,124,453,3,1502,7,14,0
4025,24,69,2,7,1,0,1
4026,135,198,3,163,7,11,0
4027,247,123,4,1545,18,4,0
4028,34,112,6,597,15,12,0
4029,88,26,4,429,9,14,0
4030,454,235,6,714,10,3,0
4031,494,332,3,30,1,0,1
4032,446,313,4,407,3,3,0
4033,263,547,3,1223,6,12,0
4034,243,653,6,48,1,8,0
4035,100,47,1,14,1,0,1
4036,188,486,5,1516,4,12,0
4037,222,11,5,1094,2,8,0
4038,261,701,5,87,5,9,0
4039,206,190,5,21,1,0,1
4040,222,68,4,430,9,12,0
4041,481,559,4,11,1,0,1
4042,223,207,1,546,19,6,0
4043,265,88,2,934,5,4,0
4044,104,533,6,24,10,10,0
4045,118,4,6,21,1,0,1
4046,118,284,5,239,3,12,0
4047,212,262,5,10,1,0,1
4048,102,575,6,843,18,3,0
4049,120,487,6,9,1,0,1
4050,83,651,4,1668,18,3,0
4051,187,354,2,1359,19,5,0
4052,258,548,2,79,6,2,0
4053,250,65,4,6,1,0,1
4054,126,516,3,158,16,14,0
4055,80,524,4,644,20,0,0
4056,212,708,6,523,17,2,0
4057,356,32,2,23,1,0,1
4058,247,550,1,10,1,0,1
4059,343,250,4,1258,8,10,0
4060,291,229,1,1601,18,4,0
4061,406,189,4,1333,17,3,0
4062,293,357,2,23,1,0,1
4063,424,432,5,1067,5,7,0
4064,398,179,1,908,6,9,0
4065,213,102,6,185,11,13,0
4066,345,164,2,116,13,15,0
4067,34,696,5,582,13,15,0
4068,44,284,6,7,1,0,1
4069,288,1,3,613,15,3,0
4070,455,163,1,1160,7,13,0
4071,281,458,3,21,1,0,1
4072,96,220,4,1125,18,13,0
4073,246,227,2,1643,15,14,0
4074,13,721,4,1562,7,10,0
4075,362,246,4,1151,19,1,0
4076,396,486,3,162,14,8,0
4077,491,426,4,1460,8,7,0
4078,428,381,4,1609,3,8,0
4079,176,494,4,996,16,11,0
4080,353,625,3,704,17,7,0
4081,275,698,5,1439,7,14,0
4082,278,580,2,11,1,0,1
4083,454,387,1,587,5,8,0
4084,3,187,3,17,1,0,1
4085,32,160,1,991,17,5,0
4086,405,602,5,1129,3,12,0
4087,371,4,2,907,14,6,0
4088,302,299,1,466,17,0,0
4089,252,262,1,1290,6,13,0
4090,421,563,1,1059,13,10,0
4091,62,16,5,856,4,14,0
4092,2,508,6,1538,17,6,0
4093,106,695,1,491,5,9,0
4094,347,483,3,23,1,0,1
4095,184,44,1,17,1,0,1
4096,187,374,3,982,10,12,0
4097,77,569,1,5,1,0,1
4098,342,508,6,1542,1,10,0
4099,447,346,3,990,7,9,0
4100,293,415,1,29,1,0,1
4101,221,389,1,18,1,0,1
4102,412,691,1,1361,11,6,0
4103,226,388,4,52,6,9,0
4104,192,386,5,19,1,0,1
4105,47,523,1,610,7,7,0
4106,459,397,5,934,11,14,0
4107,406,371,3,815,1,12,0
4108,138,185,4,53,12,6,0
4109,269,560,2,25,1,0,1
4110,361,603,4,1215,13,12,0
4111,280,722,6,1674,4,14,0
4112,265,570,1,600,4,9,0
4113,99,430,2,636,17,14,0
4114,54,142,6,17,1,0,1
4115,289,247,4,24,1,0,1
4116,85,162,6,28,1,0,1
4117,107,23,5,1334,10,9,0
4118,482,72,6,10,1,0,1
4119,102,282,6,15,1,0,1
4120,226,622,5,1231,1,1,0
4121,176,411,4,1610,18,15,0
4122,128,59,4,25,1,0,1
4123,215,357,4,21,1,0,1
4124,227,715,1,1335,12,3,0
4125,27,292,1,493,13,15,0
4126,489,389,4,1251,12,6,0
4127,369,136,3,1792,20,12,0
4128,240,82,5,873,16,10,0
4129,232,597,1,1666,5,0,0
4130,157,343,3,1382,1,5,0
4131,320,705,3,620,7,4,0
4132,302,458,4,1180,9,3,0
4133,199,397,4,13,1,0,1
4134,267,437,5,1247,19,12,0
4135,5,532,4,1071,14,7,0
4136,41,305,1,1114,8,10,0
4137,382,639,3,1259,2,9,0
4138,134,478,3,391,15,1,0
4139,186,308,3,713,5,15,0
4140,33,63,5,694,9,14,0
4141,84,563,4,577,2,14,0
4142,47,629,2,1261,4,8,0
4143,4,245,4,1128,6,0,0
4144,212,536,5,24,1,0,1
4145,347,20,5,1345,12,15,0
4146,1,481,3,70,4,6,0
4147,345,640,2,1726,20,5,0
4148,202,463,5,989,10,12,0
4149,48,491,4,147,17,12,0
4150,209,451,6,29,1,0,1
4151,211,72,4,486,8,12,0
4152,274,123,2,5,1,0,1
4153,73,420,2,630,20,13,0
4154,313,259,4,822,12,8,0
4155,232,32,3,470,13,9,0
4156,490,255,3,23,1,0,1
4157,148,106,2,233,15,12,0
4158,464,554,6,6,1,0,1
4159,359,181,5,1271,8,8,0
4160,84,546,1,58,19,5,0
4161,182,253,4,668,1,9,0
4162,205,538,4,1277,14,1,0
4163,41,616,2,11,1,0,1
4164,403,324,2,30,1,0,1
4165,487,279,1,651,15,10,0
4166,137,712,2,956,14,13,0
4167,48,668,2,993,15,6,0
4168,116,245,3,902,20,9,0
4169,11,96,5,558,9,10,0
4170,494,388,1,858,6,11,0
4171,213,289,1,5,1,0,1
4172,274,315,1,25,1,0,1
4173,450,499,2,1378,6,13,0
4174,72,218,3,1309,14,11,0
4175,460,371,3,889,3,4,0
4176,410,64,2,1568,18,8,0
4177,211,466,6,365,14,8,0
4178,27,78,5,1693,17,5,0
4179,262,617,1,624,7,10,0
4180,174,656,3,1700,6,10,0
4181,494,441,2,1708,18,13,0
4182,332,3,4,1430,17,2,0
4183,128,519,3,1467,15,10,0
4184,126,264,1,958,9,2,0
4185,377,325,1,776,18,4,0
4186,27,355,6,655,9,13,0
4187,40,135,1,832,20,0,0
4188,331,442,1,206,20,11,0
4189,233,224,6,910,5,10,0
4190,1,238,1,15,1,0,1
4191,194,317,2,1574,20,8,0
4192,427,131,5,5,1,0,1
4193,131,689,1,135,19,5,0
4194,375,216,1,1187,12,1,0
4195,287,509,2,40,11,6,0
4196,435,39,2,1564,9,6,0
4197,382,638,2,805,5,0,0
4198,349,374,6,763,12,12,0
4199,455,518,3,1253,16,11,0
4200,177,454,5,1426,8,7,0
4201,309,595,3,435,3,0,0
4202,180,82,5,1043,17,11,0
4203,281,451,5,392,17,0,0
4204,290,349,4,378,17,7,0
4205,266,204,1,1406,3,13,0
4206,324,659,5,1765,17,9,0
4207,407,651,6,1507,1,14,0
4208,175,430,2,1380,11,12,0
4209,2,215,2,926,4,14,0
4210,232,337,1,1637,19,1,0
4211,18,498,3,1367,5,1,0
4212,407,600,1,19,1,0,1
4213,107,595,1,1305,13,8,0
4214,129,492,4,399,20,5,0
4215,153,645,3,29,1,0,1
4216,350,490,2,25,1,0,1
4217,248,83,5,25,1,0,1
4218,345,1,1,148,6,1,0
4219,388,408,4,378,20,2,0
4220,317,646,3,266,14,2,0
4221,398,402,4,1366,14,8,0
4222,15,501,6,1183,8,11,0
4223,175,431,3,9,1,0,1
4224,363,26,5,517,4,6,0
4225,3,78,6,17,1,0,1
4226,444,538,2,10,1,0,1
4227,82,583,1,6,1,0,1
4228,253,303,1,1663,13,12,0
4229,138,216,1,1136,13,0,0
4230,76,570,6,491,4,12,0
4231,109,134,3,792,9,8,0
4232,20,390,1,1629,13,1,0
4233,492,660,2,1016,15,5,0
4234,63,557,1,6,1,0,1
4235,83,623,1,21,1,0,1
4236,242,636,5,1484,2,3,0
4237,234,63,6,716,13,8,0
4238,446,695,4,1525,11,11,0
4239,187,461,5,53,8,7,0
4240,237,328,6,1216,9,15,0
4241,43,22,5,1568,20,6,0
4242,483,495,5,588,18,12,0
4243,112,45,5,19,10,10,0
4244,100,271,2,60,9,5,0
4245,238,34,1,5,1,0,1
4246,488,480,3,15,1,0,1
4247,178,208,6,29,1,0,1
4248,413,298,6,193,14,6,0
4249,175,83,1,974,5,6,0
4250,432,358,5,10,1,0,1
4251,411,180,4,12,1,0,1
4252,444,30,5,1580,2,8,0
4253,499,653,6,36,18,13,0
4254,41,110,2,1590,12,0,0
4255,360,238,1,824,11,14,0
4256,65,95,1,283,15,3,0
4257,265,109,1,1166,17,3,0
4258,436,676,4,861,14,7,0
4259,66,88,3,321,14,15,0
4260,335,463,1,7,1,0,1
4261,392,7,4,22,1,0,1
4262,331,444,3,868,10,3,0
4263,454,241,3,24,1,0,1
4264,219,563,5,697,7,14,0
4265,96,352,2,15,1,0,1
4266,474,389,5,1203,19,15,0
4267,416,227,6,1709,19,11,0
4268,321,396,1,12,1,0,1
4269,499,685,6,520,16,0,0
4270,347,18,5,16,1,0,1
4271,495,64,6,910,3,11,0
4272,394,100,5,1259,13,7,0
4273,30,667,3,20,1,0,1
4274,78,345,6,1220,14,2,0
4275,186,654,6,1256,12,7,0
4276,399,518,3,7,1,0,1
4277,474,700,5,1409,1,13,0
4278,377,522,1,15,1,0,1
4279,374,419,4,119,7,0,0
4280,295,548,1,729,3,6,0
4281,103,281,5,11,1,0,1
4282,165,446,5,135,17,15,0
4283,323,255,3,1007,5,9,0
4284,134,97,6,879,15,12,0
4285,410,550,4,28,1,0,1
4286,11,633,4,14,1,0,1
4287,67,618,6,421,5,12,0
4288,374,310,5,999,1,5,0
4289,172,107,4,1386,6,1,0
4290,179,272,5,1627,5,12,0
4291,245,211,2,8,1,0,1
4292,96,346,5,206,5,14,0
4293,207,229,3,24,9,3,0
4294,500,259,3,967,14,10,0
4295,436,133,3,831,20,12,0
4296,170,118,4,1223,6,2,0
4297,37,473,1,516,12,4,0
4298,153,336,3,1325,15,0,0
4299,428,335,1,1291,1,11,0
4300,226,267,6,691,17,1,0
4301,215,320,5,951,17,9,0
4302,280,683,2,8,1,0,1
4303,224,48,4,22,1,0,1
4304,101,359,5,596,18,5,0
4305,448,131,3,752,5,9,0
4306,412,555,5,253,13,0,0
4307,451,374,2,643,4,15,0
4308,425,362,3,844,4,8,0
4309,331,593,6,8,1,0,1
4310,52,300,6,29,1,0,1
4311,114,582,6,1362,3,5,0
4312,260,668,2,1658,11,8,0
4313,459,728,1,26,1,0,1
4314,235,487,1,9,1,0,1
4315,251,715,1,668,13,10,0
4316,427,617,1,23,1,0,1
4317,231,289,3,20,1,0,1
4318,484,259,1,1087,1,6,0
4319,411,551,5,28,1,0,1
4320,290,651,1,17,1,0,1
4321,50,620,5,29,1,0,1
4322,285,303,1,326,19,7,0
4323,129,330,2,1692,14,10,0
4324,495,133,5,39,6,7,0
4325,198,328,4,375,14,1,0
4326,284,9,3,1197,18,0,0
4327,62,539,5,1057,1,0,0
4328,1,1,3,409,15,4,0
4329,204,537,6,991,6,4,0
4330,387,196,1,19,1,0,1
4331,440,556,1,29,1,0,1
4332,378,175,2,429,19,14,0
4333,332,401,2,241,12,8,0
4334,436,714,1,23,1,0,1
4335,31,457,1,1727,5,14,0
4336,318,680,2,1713,20,9,0
4337,478,159,6,1154,14,6,0
4338,394,244,3,1205,6,12,0
4339,299,653,5,20,1,0,1
4340,138,631,3,729,20,2,0
4341,73,236,2,16,1,0,1
4342,269,517,3,942,5,7,0
4343,336,221,6,21,1,0,1
4344,50,446,1,1367,20,0,0
4345,492,569,4,758,7,0,0
4346,77,602,4,186,9,1,0
4347,449,693,5,619,3,13,0
4348,168,643,6,331,2,5,0
4349,400,521,5,1407,4,8,0
4350,135,555,1,1668,3,3,0
4351,83,526,3,700,17,9,0
4352,248,277,5,537,2,1,0
4353,90,431,2,1141,17,12,0
4354,277,23,4,1355,6,0,0
4355,286,654,6,56,12,14,0
4356,42,584,4,594,7,10,0
4357,352,151,6,1273,5,10,0
4358,420,715,3,1798,14,0,0
4359,281,275,4,1685,20,0,0
4360,174,712,6,22,1,0,1
4361,400,217,4,9,1,0,1
4362,96,301,5,25,1,0,1
4363,147,496,6,86,1,4,0
4364,177,119,5,1428,2,12,0
4365,230,143,3,1432,9,13,0
4366,481,369,4,27,1,0,1
4367,82,295,5,991,16,9,0
4368,125,56,6,1098,7,10,0
4369,343,550,5,70,20,3,0
4370,346,59,1,1476,14,7,0
4371,236,315,6,29,1,0,1
4372,259,15,3,1596,5,1,0
4373,81,200,1,657,19,15,0
4374,234,256,2,1601,14,5,0
4375,435,492,4,714,15,11,0
4376,178,143,3,1052,14,10,0
4377,449,554,3,60,14,12,0
4378,496,513,4,21,1,0,1
4379,206,318,5,20,1,0,1
4380,24,53,1,10,1,0,1
4381,134,415,6,552,11,7,0
4382,228,637,5,16,1,0,1
4383,136,651,6,21,1,0,1
4384,234,7,3,8,1,0,1
4385,160,381,1,683,13,6,0
4386,247,42,4,1245,11,3,0
4387,268,107,5,816,4,6,0
4388,226,373,6,1273,12,10,0
4389,84,183,5,1084,4,6,0
4390,477,664,2,14,1,0,1
4391,342,630,4,19,1,0,1
4392,42,533,1,1772,4,12,0
4393,402,472,3,1685,7,12,0
4394,136,559,5,5,1,0,1
4395,267,340,5,327,15,3,0
4396,115,701,4,1184,9,15,0
4397,310,211,6,14,1,0,1
4398,200,714,5,1102,19,6,0
4399,214,84,4,1304,3,15,0
4400,197,315,6,657,17,1,0
4401,97,84,5,858,11,5,0
4402,464,711,4,1724,19,1,0
4403,15,329,2,1368,3,4,0
4404,11,380,3,1437,16,9,0
4405,465,644,5,29,1,0,1
4406,475,345,5,762,18,14,0
4407,165,384,5,1793,4,5,0
4408,47,233,1,1025,17,7,0
4409,108,112,5,1433,8,11,0
4410,158,112,2,1518,8,8,0
4411,368,177,2,371,12,1,0
4412,93,296,3,663,16,2,0
4413,393,393,2,1670,15,8,0
4414,171,106,3,1232,5,13,0
4415,254,718,1,9,1,0,1
4416,238,263,6,6,1,0,1
4417,381,77,1,17,1,0,1
4418,324,497,4,12,1,0,1
4419,141,213,2,583,14,0,0
4420,495,385,2,12,1,0,1
4421,204,285,1,1464,13,5,0
4422,281,680,4,87,6,10,0
4423,185,91,3,26,1,0,1
4424,373,234,3,1759,4,15,0
4425,102,685,4,21,1,0,1
4426,135,675,3,1107,12,5,0
4427,325,146,6,513,11,9,0
4428,79,173,3,82,11,11,0
4429,460,243,1,1574,13,2,0
4430,116,628,1,18,9,11,0
4431,468,619,2,979,12,5,0
4432,27,519,4,6,1,0,1
4433,215,576,6,471,8,10,0
4434,184,412,2,1052,12,2,0
4435,79,570,3,439,20,14,0
4436,405,399,5,22,1,0,1
4437,448,354,6,16,1,0,1
4438,492,214,2,1084,1,14,0
4439,377,129,4,1299,13,0,0
4440,148,11,3,525,15,11,0
4441,233,323,1,15,1,0,1
4442,430,402,3,1611,11,1,0
4443,166,548,4,1786,19,15,0
4444,384,729,6,282,6,6,0
4445,94,44,3,12,1,0,1
4446,205,245,6,7,1,0,1
4447,445,39,4,1756,19,15,0
4448,52,253,4,1564,8,10,0
4449,391,688,1,1740,10,4,0
4450,500,158,5,824,4,4,0
4451,111,162,5,852,4,8,0
4452,395,135,6,14,1,0,1
4453,153,140,2,545,20,4,0
4454,123,23,2,12,1,0,1
4455,397,720,1,40,1,3,0
4456,230,540,5,10,1,0,1
4457,345,165,3,1366,8,10,0
4458,301,501,5,8,1,0,1
4459,120,344,2,1564,6,10,0
4460,60,652,4,851,6,8,0
4461,357,532,3,845,16,12,0
4462,461,551,5,19,1,0,1
4463,479,372,2,779,3,8,0
4464,97,1,6,19,1,0,1
4465,28,402,2,12,1,0,1
4466,66,497,2,259,11,13,0
4467,371,168,4,151,16,6,0
4468,301,150,3,667,20,15,0
4469,443,466,2,1123,6,9,0
4470,258,160,1,13,1,0,1
4471,305,164,2,391,6,7,0
4472,370,85,2,21,1,0,1
4473,167,181,6,344,7,10,0
4474,15,395,2,1003,1,9,0
4475,419,44,6,1417,4,8,0
4476,88,319,3,10,1,0,1
4477,80,258,3,17,1,0,1
4478,14,535,6,1697,19,7,0
4479,117,715,6,723,2,8,0
4480,81,711,5,1426,7,6,0
4481,236,286,1,731,7,10,0
4482,416,240,2,1475,17,14,0
4483,483,597,3,1623,20,2,0
4484,413,625,1,707,8,1,0
4485,382,275,3,1159,16,11,0
4486,31,521,6,389,12,15,0
4487,94,715,6,11,1,0,1
4488,247,5,5,18,1,0,1
4489,36,571,4,1244,10,9,0
4490,234,292,4,1482,12,5,0
4491,51,276,5,521,12,12,0
4492,22,570,6,1589,13,4,0
4493,72,470,6,11,6,10,0
4494,347,700,3,1654,9,3,0
4495,382,684,1,1546,12,11,0
4496,92,670,3,156,5,13,0
4497,229,431,6,1049,1,8,0
4498,379,321,5,833,10,15,0
4499,103,435,3,10,1,0,1
4500,432,333,2,1474,5,0,0
4501,139,231,2,845,3,9,0
4502,153,61,6,1373,7,15,0
4503,77,729,3,11,1,0,1
4504,23,624,1,696,14,7,0
4505,16,634,6,757,8,2,0
4506,96,168,3,344,13,8,0
4507,145,449,5,959,2,13,0
4508,321,685,4,604,10,5,0
4509,322,239,1,965,1,14,0
4510,377,41,6,151,2,3,0
4511,430,297,5,29,1,0,1
4512,201,621,6,14,1,0,1
4513,54,116,6,1052,16,9,0
4514,335,21,1,582,9,2,0
4515,337,64,4,357,7,2,0
4516,413,301,5,364,1,9,0
4517,107,17,6,858,10,1,0
4518,44,134,1,130,15,1,0
4519,141,702,2,163,1,11,0
4520,5,223,1,756,17,14,0
4521,20,397,4,41,14,14,0
4522,184,664,1,557,4,8,0
4523,177,74,3,835,1,11,0
4524,369,135,4,20,1,0,1
4525,80,67,3,29,1,0,1
4526,199,118,1,15,1,0,1
4527,41,727,4,10,1,0,1
4528,242,99,3,435,12,6,0
4529,19,403,1,25,1,0,1
4530,494,334,1,1303,9,15,0
4531,163,357,2,8,1,0,1
4532,19,509,2,1032,3,5,0
4533,225,149,3,28,1,0,1
4534,332,314,3,28,1,0,1
4535,154,21,5,1069,14,1,0
4536,220,691,5,272,11,7,0
4537,209,40,1,1386,1,7,0
4538,427,605,1,1593,9,1,0
4539,305,626,6,21,1,0,1
4540,428,640,4,27,1,0,1
4541,406,602,2,26,1,0,1
4542,406,659,2,1067,17,14,0
4543,157,79,3,1464,19,8,0
4544,410,365,3,1312,7,9,0
4545,421,46,2,839,14,8,0
4546,246,249,5,1463,14,12,0
4547,458,286,5,138,3,1,0
4548,488,176,5,1321,5,14,0
4549,139,194,1,28,1,0,1
4550,242,510,5,1068,8,12,0
4551,260,69,1,1020,1,4,0
4552,28,516,5,30,1,0,1
4553,184,86,6,27,1,0,1
4554,113,196,6,1570,4,11,0
4555,92,57,5,379,8,13,0
4556,425,728,4,1326,6,0,0
4557,424,155,5,30,1,0,1
4558,376,120,6,297,13,12,0
4559,350,576,4,23,1,0,1
4560,57,90,1,1145,9,0,0
4561,320,28,6,1173,6,15,0
4562,248,222,4,52,17,13,0
4563,412,212,2,23,1,0,1
4564,497,355,1,811,13,12,0
4565,253,439,1,1632,11,11,0
4566,331,28,6,6,1,0,1
4567,472,50,6,1256,2,6,0
4568,321,637,2,16,1,0,1
4569,364,605,5,6,1,0,1
4570,500,380,4,614,10,2,0
4571,384,295,1,1738,5,8,0
4572,34,402,1,16,1,0,1
4573,93,611,6,29,1,0,1
4574,313,44,4,827,3,3,0
4575,259,113,6,645,20,6,0
4576,268,270,5,39,8,4,0
4577,48,461,4,581,19,2,0
4578,393,490,4,908,11,11,0
4579,355,684,1,13,1,0,1
4580,253,348,6,11,1,0,1
4581,54,341,4,735,5,5,0
4582,27,552,2,1696,18,12,0
4583,102,598,1,11,1,0,1
4584,150,569,4,915,12,12,0
4585,189,209,3,163,11,7,0
4586,358,506,3,11,1,0,1
4587,70,509,1,1071,4,5,0
4588,280,46,6,5,1,0,1
4589,277,92,1,8,1,0,1
4590,325,147,1,21,1,0,1
4591,123,264,1,29,1,0,1
4592,306,702,5,60,19,14,0
4593,361,533,5,1661,12,3,0
4594,205,87,5,47,16,12,0
4595,137,614,1,13,1,0,1
4596,303,296,6,26,1,0,1
4597,455,409,6,163,14,4,0
4598,87,478,6,19,1,0,1
4599,54,20,3,13,1,0,1
4600,406,39,2,1493,13,0,0
4601,93,536,6,629,14,11,0
4602,300,146,1,1458,17,10,0
4603,260,411,3,1799,20,6,0
4604,343,600,4,572,12,6,0
4605,494,65,5,97,6,7,0
4606,285,452,4,182,10,9,0
4607,375,230,6,26,1,0,1
4608,463,238,4,1589,2,1,0
4609,225,348,2,1603,15,9,0
4610,386,222,1,1092,7,8,0
4611,294,17,1,10,1,0,1
4612,304,170,6,20,1,0,1
4613,408,351,2,1744,7,9,0
4614,487,675,1,659,3,5,0
4615,417,437,4,17,1,0,1
4616,421,536,5,847,2,2,0
4617,485,438,3,21,1,0,1
4618,229,515,6,337,10,4,0
4619,434,432,3,1141,5,6,0
4620,169,257,6,1317,2,9,0
4621,321,345,1,1421,8,12,0
4622,453,204,6,13,1,0,1
4623,486,400,5,1557,1,3,0
4624,151,622,5,811,2,4,0
4625,208,339,2,385,18,7,0
4626,177,679,2,55,16,0,0
4627,308,107,5,96,10,15,0
4628,484,24,1,745,2,7,0
4629,123,284,3,154,6,4,0
4630,331,258,3,569,3,6,0
4631,255,574,5,8,1,0,1
4632,252,726,3,306,12,0,0
4633,469,316,2,1087,5,1,0
4634,305,365,6,131,2,14,0
4635,229,458,3,694,1,1,0
4636,98,327,4,1639,13,1,0
4637,201,464,2,454,13,2,0
4638,498,260,4,13,1,0,1
4639,183,96,4,28,1,0,1
4640,316,324,4,18,1,0,1
4641,329,282,5,1585,6,8,0
4642,214,309,5,710,3,14,0
4643,357,461,6,750,16,15,0
4644,391,397,1,13,1,0,1
4645,201,31,1,1018,9,2,0
4646,157,27,6,133,2,4,0
4647,347,524,2,1748,11,13,0
4648,229,533,2,1291,18,15,0
4649,196,337,3,10,5,7,0
4650,242,125,3,16,1,0,1
4651,99,463,3,26,1,0,1
4652,400,131,5,1336,6,13,0
4653,409,661,4,710,6,7,0
4654,193,491,3,805,6,14,0
4655,129,350,6,1699,9,0,0
4656,157,599,6,21,1,0,1
4657,497,587,2,1249,15,11,0
4658,169,243,4,1354,10,5,0
4659,26,593,3,19,1,0,1
4660,132,267,4,17,1,0,1
4661,449,726,6,421,20,0,0
4662,288,671,4,17,1,0,1
4663,448,622,2,1719,15,1,0
4664,123,524,5,15,1,0,1
4665,76,532,4,138,12,7,0
4666,498,665,3,12,1,0,1
4667,422,597,5,27,1,0,1
4668,461,246,5,661,10,8,0
4669,91,288,1,329,20,8,0
4670,275,8,3,1441,14,12,0
4671,456,643,5,1466,18,1,0
4672,232,411,2,1731,9,5,0
4673,158,450,4,222,4,11,0
4674,234,199,4,1611,18,2,0
4675,209,126,4,331,3,15,0
4676,478,486,1,12,1,0,1
4677,370,508,2,139,10,0,0
4678,111,78,5,1424,4,12,0
4679,444,124,4,357,10,12,0
4680,280,536,6,1192,14,15,0
4681,202,177,6,165,17,4,0
4682,238,584,6,25,1,0,1
4683,132,506,4,25,1,0,1
4684,476,566,4,911,2,14,0
4685,432,454,1,25,1,0,1
4686,341,585,3,19,1,0,1
4687,171,468,5,768,6,6,0
4688,78,612,5,122,1,6,0
4689,36,229,4,12,1,0,1
4690,138,132,3,20,1,0,1
4691,419,99,1,718,11,5,0
4692,486,68,5,241,19,10,0
4693,48,619,1,19,1,0,1
4694,223,468,4,1347,14,6,0
4695,60,215,1,1634,13,9,0
4696,284,202,2,829,10,5,0
4697,5,229,3,511,8,5,0
4698,46,34,1,338,11,9,0
4699,231,336,5,151,10,11,0
4700,391,460,4,96,8,3,0
4701,246,2,3,887,18,4,0
4702,101,192,1,147,9,6,0
4703,190,398,2,1618,13,15,0
4704,264,703,2,904,17,13,0
4705,324,308,6,14,1,0,1
4706,460,594,5,249,1,12,0
4707,100,136,4,1770,15,6,0
4708,325,28,4,1690,1,8,0
4709,298,302,2,24,1,0,1
4710,72,79,1,1267,6,8,0
4711,490,218,6,1568,11,1,0
4712,340,495,5,357,2,6,0
4713,69,122,1,293,1,6,0
4714,371,607,5,1044,7,1,0
4715,456,3,6,29,1,0,1
4716,189,637,3,620,16,13,0
4717,287,63,6,25,1,0,1
4718,263,36,2,88,10,0,0
4719,498,335,6,27,1,0,1
4720,216,534,1,7,1,0,1
4721,394,206,1,1689,9,6,0
4722,214,1,3,1020,9,6,0
4723,377,111,1,16,1,0,1
4724,171,635,6,28,1,0,1
4725,320,134,5,177,16,3,0
4726,432,637,6,106,20,2,0
4727,150,68,4,25,1,0,1
4728,489,717,5,273,1,11,0
4729,155,556,6,427,13,0,0
4730,14,77,4,1698,17,0,0
4731,43,349,6,11,1,0,1
4732,214,19,5,798,10,6,0
4733,187,647,2,1351,9,15,0
4734,31,4,5,18,1,0,1
4735,60,381,2,15,1,0,1
4736,323,30,3,12,1,0,1
4737,395,353,4,28,1,0,1
4738,158,694,5,22,1,0,1
4739,288,663,6,1689,18,0,0
4740,154,611,4,98,9,13,0
4741,453,718,3,15,1,0,1
4742,50,700,4,1177,7,5,0
4743,17,341,6,932,10,3,0
4744,328,580,2,16,1,0,1
4745,51,642,1,12,1,0,1
4746,398,594,1,1430,13,12,0
4747,352,28,5,1786,12,4,0
4748,260,341,6,21,1,0,1
4749,194,544,6,97,9,6,0
4750,74,605,1,76,17,4,0
4751,467,553,6,674,16,6,0
4752,420,558,1,402,16,0,0
4753,242,212,1,9,1,0,1
4754,496,566,5,18,1,0,1
4755,353,314,5,736,7,1,0
4756,267,470,5,169,7,8,0
4757,371,607,3,1425,4,8,0
4758,30,74,5,8,1,0,1
4759,433,727,4,7,1,0,1
4760,18,3,1,575,17,11,0
4761,337,112,6,1751,5,6,0
4762,260,107,1,1495,19,9,0
4763,85,326,3,519,19,12,0
